DIMENSION y 100
-2.00000	-1.95960	-1.91919	-1.87879	-1.83838	-1.79798	-1.75758	-1.71717	-1.67677	-1.63636	-1.59596	-1.55556	-1.51515	-1.47475	-1.43434	-1.39394	-1.35354	-1.31313	-1.27273	-1.23232	-1.19192	-1.15152	-1.11111	-1.07071	-1.03030	-0.989899	-0.949495	-0.909091	-0.868687	-0.828283	-0.787879	-0.747475	-0.707071	-0.666667	-0.626263	-0.585859	-0.545455	-0.505051	-0.464646	-0.424242	-0.383838	-0.343434	-0.303030	-0.262626	-0.222222	-0.181818	-0.141414	-0.101010	-0.0606061	-0.0202020	0.0202020	0.0606061	0.101010	0.141414	0.181818	0.222222	0.262626	0.303030	0.343434	0.383838	0.424242	0.464646	0.505051	0.545455	0.585859	0.626263	0.666667	0.707071	0.747475	0.787879	0.828283	0.868687	0.909091	0.949495	0.989899	1.03030	1.07071	1.11111	1.15152	1.19192	1.23232	1.27273	1.31313	1.35354	1.39394	1.43434	1.47475	1.51515	1.55556	1.59596	1.63636	1.67677	1.71717	1.75758	1.79798	1.83838	1.87879	1.91919	1.95960	2.00000	
END
DIMENSION x 100
-2.00000	-1.95960	-1.91919	-1.87879	-1.83838	-1.79798	-1.75758	-1.71717	-1.67677	-1.63636	-1.59596	-1.55556	-1.51515	-1.47475	-1.43434	-1.39394	-1.35354	-1.31313	-1.27273	-1.23232	-1.19192	-1.15152	-1.11111	-1.07071	-1.03030	-0.989899	-0.949495	-0.909091	-0.868687	-0.828283	-0.787879	-0.747475	-0.707071	-0.666667	-0.626263	-0.585859	-0.545455	-0.505051	-0.464646	-0.424242	-0.383838	-0.343434	-0.303030	-0.262626	-0.222222	-0.181818	-0.141414	-0.101010	-0.0606061	-0.0202020	0.0202020	0.0606061	0.101010	0.141414	0.181818	0.222222	0.262626	0.303030	0.343434	0.383838	0.424242	0.464646	0.505051	0.545455	0.585859	0.626263	0.666667	0.707071	0.747475	0.787879	0.828283	0.868687	0.909091	0.949495	0.989899	1.03030	1.07071	1.11111	1.15152	1.19192	1.23232	1.27273	1.31313	1.35354	1.39394	1.43434	1.47475	1.51515	1.55556	1.59596	1.63636	1.67677	1.71717	1.75758	1.79798	1.83838	1.87879	1.91919	1.95960	2.00000	
END
VARIABLE z
0.000335463	0.000393663	0.000460454	0.000536822	0.000623816	0.000722545	0.000834171	0.000959903	0.00110099	0.00125869	0.00143429	0.00162906	0.00184425	0.00208106	0.00234062	0.00262397	0.00293204	0.00326559	0.00362524	0.00401138	0.00442418	0.00486355	0.00532913	0.00582024	0.00633589	0.00687475	0.00743512	0.00801495	0.00861184	0.00922302	0.00984538	0.0104755	0.0111096	0.0117436	0.0123734	0.0129945	0.0136022	0.0141920	0.0147591	0.0152988	0.0158065	0.0162779	0.0167087	0.0170949	0.0174331	0.0177201	0.0179530	0.0181297	0.0182485	0.0183082	0.0183082	0.0182485	0.0181297	0.0179530	0.0177201	0.0174331	0.0170949	0.0167087	0.0162779	0.0158065	0.0152988	0.0147591	0.0141920	0.0136022	0.0129945	0.0123734	0.0117436	0.0111096	0.0104755	0.00984538	0.00922302	0.00861184	0.00801495	0.00743512	0.00687475	0.00633589	0.00582024	0.00532913	0.00486355	0.00442418	0.00401138	0.00362524	0.00326559	0.00293204	0.00262397	0.00234062	0.00208106	0.00184425	0.00162906	0.00143429	0.00125869	0.00110099	0.000959903	0.000834171	0.000722545	0.000623816	0.000536822	0.000460454	0.000393663	0.000335463	
0.000393663	0.000461960	0.000540339	0.000629956	0.000732043	0.000847900	0.000978892	0.00112644	0.00129200	0.00147706	0.00168312	0.00191169	0.00216421	0.00244210	0.00274669	0.00307921	0.00344072	0.00383215	0.00425419	0.00470732	0.00519173	0.00570733	0.00625369	0.00683000	0.00743512	0.00806746	0.00872505	0.00940548	0.0101059	0.0108231	0.0115535	0.0122929	0.0130370	0.0137811	0.0145201	0.0152489	0.0159621	0.0166542	0.0173197	0.0179530	0.0185488	0.0191020	0.0196075	0.0200608	0.0204576	0.0207943	0.0210677	0.0212751	0.0214144	0.0214845	0.0214845	0.0214144	0.0212751	0.0210677	0.0207943	0.0204576	0.0200608	0.0196075	0.0191020	0.0185488	0.0179530	0.0173197	0.0166542	0.0159621	0.0152489	0.0145201	0.0137811	0.0130370	0.0122929	0.0115535	0.0108231	0.0101059	0.00940548	0.00872505	0.00806746	0.00743512	0.00683000	0.00625369	0.00570733	0.00519173	0.00470732	0.00425419	0.00383215	0.00344072	0.00307921	0.00274669	0.00244210	0.00216421	0.00191169	0.00168312	0.00147706	0.00129200	0.00112644	0.000978892	0.000847900	0.000732043	0.000629956	0.000540339	0.000461960	0.000393663	
0.000460454	0.000540339	0.000632016	0.000736839	0.000856246	0.000991760	0.00114498	0.00131756	0.00151121	0.00172767	0.00196869	0.00223604	0.00253140	0.00285644	0.00321272	0.00360164	0.00402450	0.00448233	0.00497598	0.00550599	0.00607260	0.00667568	0.00731473	0.00798883	0.00869661	0.00943624	0.0102054	0.0110013	0.0118206	0.0126595	0.0135137	0.0143786	0.0152489	0.0161192	0.0169837	0.0178362	0.0186704	0.0194799	0.0202582	0.0209990	0.0216960	0.0223429	0.0229342	0.0234644	0.0239286	0.0243225	0.0246422	0.0248847	0.0250478	0.0251297	0.0251297	0.0250478	0.0248847	0.0246422	0.0243225	0.0239286	0.0234644	0.0229342	0.0223429	0.0216960	0.0209990	0.0202582	0.0194799	0.0186704	0.0178362	0.0169837	0.0161192	0.0152489	0.0143786	0.0135137	0.0126595	0.0118206	0.0110013	0.0102054	0.00943624	0.00869661	0.00798883	0.00731473	0.00667568	0.00607260	0.00550599	0.00497598	0.00448233	0.00402450	0.00360164	0.00321272	0.00285644	0.00253140	0.00223604	0.00196869	0.00172767	0.00151121	0.00131756	0.00114498	0.000991760	0.000856246	0.000736839	0.000632016	0.000540339	0.000460454	
0.000536822	0.000629956	0.000736839	0.000859046	0.000998258	0.00115625	0.00133488	0.00153608	0.00176184	0.00201421	0.00229521	0.00260689	0.00295125	0.00333020	0.00374556	0.00419899	0.00469197	0.00522575	0.00580127	0.00641918	0.00707976	0.00778286	0.00852790	0.00931381	0.0101390	0.0110013	0.0118980	0.0128259	0.0137811	0.0147591	0.0157550	0.0167633	0.0177780	0.0187927	0.0198005	0.0207943	0.0217669	0.0227107	0.0236181	0.0244818	0.0252943	0.0260486	0.0267380	0.0273561	0.0278973	0.0283564	0.0287292	0.0290120	0.0292020	0.0292975	0.0292975	0.0292020	0.0290120	0.0287292	0.0283564	0.0278973	0.0273561	0.0267380	0.0260486	0.0252943	0.0244818	0.0236181	0.0227107	0.0217669	0.0207943	0.0198005	0.0187927	0.0177780	0.0167633	0.0157550	0.0147591	0.0137811	0.0128259	0.0118980	0.0110013	0.0101390	0.00931381	0.00852790	0.00778286	0.00707976	0.00641918	0.00580127	0.00522575	0.00469197	0.00419899	0.00374556	0.00333020	0.00295125	0.00260689	0.00229521	0.00201421	0.00176184	0.00153608	0.00133488	0.00115625	0.000998258	0.000859046	0.000736839	0.000629956	0.000536822	
