x y z a b c d
4.175846549681269 -0.22103158219703456 4.439408321352552 37.19489561050777 7.022020312180917E-17 -0.8594812117843863 -2.5130060113744292
-1.2481946498906882 1.2337077375728223 -0.7240638227039664 3.60429308511147 0.027206670817346443 -0.9484138058962482 2.5807164918828196
-0.10691546773494487 3.099302491102181 3.3476811417895274 20.8240758756864 9.041047614541276E-10 -0.10671189381104258 2.404436692566004
2.7353597457078216 2.0081254184670714 -0.05288845447242707 11.51755782334879 9.953783544452487E-6 0.39515162920710006 3.1120351178646484
-4.26928160734628 -4.613309265673644 -2.5941922366550028 46.239221184296625 8.290130978318765E-21 0.9034237445080059 -1.4134815807077592
-2.456925052021699 4.614509377660436 -0.6800012129449122 27.792579157374487 8.508171473747624E-13 -0.6324155608926207 -1.6285520699680522
-3.820533229355596 -3.197126358460196 -3.1148203508961023 34.52019692692777 1.0187531402100098E-15 0.6279688919182397 -3.701135065161487
4.285758237517822 4.720242039340226 1.9216543344375667 44.34116396146933 5.531936297224183E-20 -0.9103651327058208 0.43901821760042914
-2.9549545579508694 2.916287442529331 -0.6611286563567003 17.673579987264898 2.1108712072197354E-8 -0.1855564295963568 -2.571160965687189
-0.5606784376339746 -3.065436980664721 0.7649303689946834 10.29638266226486 3.375497776240171E-5 -0.5317608853831213 1.9802503140504122
